id,cv_id,jd_id,cv_text,jd_text,label,job_category
168,CV_0168,JD_008,"Senior Data Scientist with 2+ years of experience. Proficient in PyTorch, Python, R. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 6+ years experience in Machine Learning, TensorFlow, R, Data Visualization, Python. Bachelor's degree required.",1,Data Scientist
800,CV_0800,JD_355,"Mid-level Project Manager with 2+ years of experience. Proficient in Git, Algorithms, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Project Manager. Requirements: 4+ years experience in Data Structures, Python, Git, Agile. Bachelor's degree required.",1,Project Manager
1373,CV_1373,JD_426,"Mid-level Fullstack Developer with 2+ years of experience. Proficient in System Design, Java, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 5+ years experience in Java, System Design, Git, Data Structures, Agile. Bachelor's degree required.",0,Fullstack Developer
934,CV_0934,JD_275,"Junior DevOps Engineer with 8+ years of experience. Proficient in CI/CD, Terraform, Git, Kubernetes, AWS. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 7+ years experience in Linux, Kubernetes, AWS, Terraform, Jenkins. Bachelor's degree required.",1,DevOps Engineer
70,CV_0070,JD_016,"Junior Frontend Developer with 8+ years of experience. Proficient in Vue.js, JavaScript, React, CSS3. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 6+ years experience in HTML5, TypeScript, React, Vue.js, CSS3. Bachelor's degree required.",1,Frontend Developer
974,CV_0974,JD_157,"Junior Frontend Developer with 8+ years of experience. Proficient in HTML5, Vue.js, Angular, React. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 6+ years experience in Vue.js, CSS3, HTML5, Angular. Bachelor's degree required.",1,Frontend Developer
89,CV_0089,JD_243,"Senior Project Manager with 2+ years of experience. Proficient in Data Structures, Java, Agile, Git. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 6+ years experience in Java, Agile, System Design, Data Structures. Bachelor's degree required.",1,Project Manager
2073,CV_2073,JD_215,"Junior Project Manager with 3+ years of experience. Proficient in Git, Data Structures, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 3+ years experience in Data Structures, Algorithms, Java, Agile. Bachelor's degree required.",0,Project Manager
500,CV_0500,JD_023,"Mid-level Data Scientist with 4+ years of experience. Proficient in PyTorch, SQL, Machine Learning, Python, Statistics. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 2+ years experience in TensorFlow, R, Statistics. Bachelor's degree required.",1,Data Scientist
386,CV_0386,JD_087,"Senior DevOps Engineer with 7+ years of experience. Proficient in Git, Terraform, AWS. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 3+ years experience in Java, Git, Agile, Algorithms. Bachelor's degree required.",0,DevOps Engineer
587,CV_0587,JD_028,"Mid-level UI/UX Designer with 6+ years of experience. Proficient in Agile, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level UI/UX Designer. Requirements: 3+ years experience in Agile, Data Structures, Java, System Design, Git. Bachelor's degree required.",1,UI/UX Designer
1128,CV_1128,JD_238,"Mid-level Product Manager with 6+ years of experience. Proficient in User Research, Agile, Analytics, Scrum, Roadmapping. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 7+ years experience in Roadmapping, User Research, Agile, Product Strategy, JIRA. Bachelor's degree required.",1,Product Manager
1464,CV_1464,JD_355,"Senior Cloud Architect with 6+ years of experience. Proficient in Python, Agile, Git, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 7+ years experience in System Design, Git, Python. Bachelor's degree required.",1,Cloud Architect
644,CV_0644,JD_446,"Mid-level Data Scientist with 8+ years of experience. Proficient in Python, SQL, PyTorch, R, Data Visualization. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 3+ years experience in PyTorch, R, Data Visualization. Bachelor's degree required.",1,Data Scientist
1378,CV_1378,JD_245,"Senior Software Engineer with 5+ years of experience. Proficient in Data Structures, System Design, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 6+ years experience in Data Structures, Git, System Design. Bachelor's degree required.",1,Software Engineer
1686,CV_1686,JD_469,"Junior Business Analyst with 2+ years of experience. Proficient in Data Structures, Agile, Git, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 6+ years experience in Data Structures, System Design, Python. Bachelor's degree required.",1,Business Analyst
2030,CV_2030,JD_431,"Senior Software Engineer with 2+ years of experience. Proficient in Algorithms, System Design, Data Structures, Python, Agile. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 6+ years experience in Data Structures, Agile, Java. Bachelor's degree required.",1,Software Engineer
1828,CV_1828,JD_374,"Junior System Administrator with 2+ years of experience. Proficient in Python, Git, Agile. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 6+ years experience in Agile, Algorithms, Git, System Design, Python. Bachelor's degree required.",0,System Administrator
1331,CV_1331,JD_158,"Senior Machine Learning Engineer with 3+ years of experience. Proficient in Agile, Algorithms, Git, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 2+ years experience in Agile, Java, System Design, Algorithms, Data Structures. Bachelor's degree required.",1,Machine Learning Engineer
313,CV_0313,JD_111,"Junior Product Manager with 3+ years of experience. Proficient in Product Strategy, User Research, Agile, Analytics, Roadmapping. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 3+ years experience in Algorithms, Python, System Design, Git, Data Structures. Bachelor's degree required.",0,Product Manager
684,CV_0684,JD_276,"Senior Cloud Architect with 5+ years of experience. Proficient in Data Structures, Git, Python. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 5+ years experience in Agile, Java, Git, Algorithms. Bachelor's degree required.",1,Cloud Architect
1781,CV_1781,JD_055,"Senior Database Administrator with 8+ years of experience. Proficient in Git, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 4+ years experience in Data Structures, Agile, System Design, Git, Java. Bachelor's degree required.",1,Database Administrator
350,CV_0350,JD_341,"Mid-level System Administrator with 7+ years of experience. Proficient in Data Structures, Git, System Design, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Data Engineer. Requirements: 7+ years experience in System Design, Data Structures, Java, Agile. Bachelor's degree required.",0,System Administrator
1714,CV_1714,JD_431,"Mid-level Fullstack Developer with 9+ years of experience. Proficient in Java, System Design, Git, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Fullstack Developer. Requirements: 5+ years experience in Java, Python, System Design, Data Structures, Algorithms. Bachelor's degree required.",1,Fullstack Developer
2115,CV_2115,JD_252,"Mid-level Security Engineer with 5+ years of experience. Proficient in Data Structures, Python, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 3+ years experience in Data Structures, Agile, Git, Python, System Design. Bachelor's degree required.",1,Security Engineer
1256,CV_1256,JD_303,"Senior Frontend Developer with 8+ years of experience. Proficient in CSS3, Angular, TypeScript, React, HTML5. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 4+ years experience in Angular, React, CSS3, JavaScript. Bachelor's degree required.",1,Frontend Developer
1136,CV_1136,JD_047,"Junior Project Manager with 9+ years of experience. Proficient in Agile, Java, Git, System Design. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 2+ years experience in Vue.js, React, JavaScript, TypeScript. Bachelor's degree required.",0,Project Manager
2045,CV_2045,JD_358,"Junior System Administrator with 9+ years of experience. Proficient in Agile, Git, Data Structures, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Junior Data Scientist. Requirements: 2+ years experience in TensorFlow, Machine Learning, Statistics. Bachelor's degree required.",0,System Administrator
2365,CV_2365,JD_498,"Mid-level Project Manager with 3+ years of experience. Proficient in Algorithms, Data Structures, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 5+ years experience in Java, Agile, Data Structures, Python. Bachelor's degree required.",0,Project Manager
1845,CV_1845,JD_338,"Junior Fullstack Developer with 3+ years of experience. Proficient in Python, Data Structures, System Design. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 2+ years experience in Agile, Data Structures, Git, System Design. Bachelor's degree required.",1,Fullstack Developer
